ra,ano,fase,turma,nome,idade,genero,ano_ingresso,instituicao,pedra,inde,iaa,ieg,ips,ipp,ida,nota_matematica,nota_portugues,nota_ingles,indicado_bolsa,atingiu_pv,ipv,ian,fase_ideal,defasagem,fase_num,fase_ideal_num,pedra_padrao,instituicao_padrao,iaa_original,ipv_original,defasagem_original,defasagem_calculada,genero_inconsistente,ano_ingresso_inconsistente,idade_inconsistente
RA-17,2023,FASE 8,8E,Aluno-17,21,Masculino,2022,Privada - Pagamento por *Empresa Parceira,,,,,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada - Pagamento por *Empresa Parceira,,,0,0,False,False,False
RA-21,2023,FASE 8,8E,Aluno-21,19,Masculino,2022,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-25,2023,FASE 8,8E,Aluno-25,18,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-2,2023,FASE 8,8E,Aluno-2,18,Feminino,2017,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,True,False
RA-1271,2023,FASE 8,8E,Aluno-1271,18,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-1272,2023,FASE 8,8E,Aluno-1272,18,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-1273,2023,FASE 8,8E,Aluno-1273,17,Feminino,2023,Privada - Pagamento por *Empresa Parceira,,,,,,,,,,,,,,10.0,Fase 7 (3° EM),1,8,7,,Privada - Pagamento por *Empresa Parceira,,,1,1,False,False,False
RA-1274,2023,FASE 8,8E,Aluno-1274,18,Feminino,2021,Privada - Pagamento por *Empresa Parceira,,,,,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada - Pagamento por *Empresa Parceira,,,0,0,False,False,False
RA-1275,2024,ALFA,ALFA A - G0/G1,Aluno-1275,8,Masculino,2024,Pública,Ametista,7.611366666700001,10.0,8.6666666665,6.26,5.625,8.0,10.0,6.0,,,,5.446666667,10.0,ALFA (1° e 2° ano),0,0,0,Ametista,Pública,10.002,5.446666667,0,0,False,False,False
RA-1276,2024,ALFA,ALFA A - G0/G1,Aluno-1276,8,Feminino,2024,Pública,Topázio,8.002866666700001,10.0,9.3333333335,3.76,7.5,8.0,10.0,6.0,,,,7.05,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,10.002,7.05,0,0,False,False,False
RA-1277,2024,ALFA,ALFA A - G0/G1,Aluno-1277,8,Masculino,2024,Pública,Ametista,7.952200000100001,10.0,9.0833333335,3.76,7.5,8.0,10.0,6.0,,,,7.046666667,10.0,ALFA (1° e 2° ano),0,0,0,Ametista,Pública,10.002,7.046666667,0,0,False,False,False
RA-868,2024,ALFA,ALFA A - G0/G1,Aluno-868,8,Masculino,2023,Pública,Ametista,7.156366666600001,8.002,9.75,3.76,6.875,7.0,8.0,6.0,,,,7.213333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,8.002,7.213333333,-1,-1,False,False,False
RA-1278,2024,ALFA,ALFA A - G0/G1,Aluno-1278,9,Masculino,2024,Pública,Quartzo,5.444199999900001,9.002,4.1666666665,3.76,5.0,7.5,8.0,7.0,,,,4.173333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Quartzo,Pública,9.002,4.173333333,-1,-1,False,False,False
RA-1279,2024,ALFA,ALFA B - G2/G3,Aluno-1279,9,Feminino,2024,Pública,Topázio,8.0822,10.0,10.0,6.26,7.5,8.25,9.0,7.5,,,,7.78,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,10.002,7.78,-1,-1,False,False,False
RA-861,2024,ALFA,ALFA B - G2/G3,Aluno-861,9,Feminino,2023,Pública,Topázio,8.959700000000002,9.502,10.0,7.51,8.125,10.0,10.0,10.0,,,,9.73,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,9.502,9.73,-1,-1,False,False,False
RA-862,2024,ALFA,ALFA B - G2/G3,Aluno-862,10,Masculino,2023,Pública,Ametista,7.346677272700001,9.002,8.6136363635,7.51,7.1875,7.5,10.0,5.0,,,,6.27,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ametista,Pública,9.002,6.27,-2,-2,False,False,False
RA-1280,2024,ALFA,ALFA B - G2/G3,Aluno-1280,9,Masculino,2024,Pública,Topázio,8.152624242500002,10.0,9.5454545455,6.26,7.5,8.5,10.0,7.0,,,,8.336666667,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,10.002,8.336666667,-1,-1,False,False,False
RA-1281,2024,ALFA,ALFA B - G2/G3,Aluno-1281,9,Feminino,2024,Pública,Ametista,7.982890909100001,7.918,9.5454545455,6.26,7.5,9.25,10.0,8.5,,,,7.78,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,7.918,7.78,-1,-1,False,False,False
RA-895,2024,ALFA,ALFA B - G2/G3,Aluno-895,9,Feminino,2023,Pública,Topázio,8.2579575757,9.502,9.5454545455,6.26,7.5,9.5,10.0,9.0,,,,8.113333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,9.502,8.113333333,-1,-1,False,False,False
RA-884,2024,ALFA,ALFA B - G2/G3,Aluno-884,8,Feminino,2023,Pública,Topázio,8.0345030302,10.0,8.818181818,6.26,7.5,8.75,10.0,7.5,,,,8.223333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,10.002,8.223333333,-1,-1,False,False,False
RA-1282,2024,ALFA,ALFA B - G2/G3,Aluno-1282,9,Feminino,2024,Pública,Ametista,7.8769272727000015,9.502,8.1136363635,6.26,7.5,9.25,10.0,8.5,,,,7.89,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.502,7.89,-1,-1,False,False,False
RA-889,2024,ALFA,ALFA B - G2/G3,Aluno-889,9,Masculino,2023,Pública,Topázio,8.191290909100001,8.502,9.2954545455,6.26,7.5,9.75,10.0,9.5,,,,8.28,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,8.502,8.28,-1,-1,False,False,False
RA-867,2024,ALFA,ALFA B - G2/G3,Aluno-867,9,Masculino,2023,Pública,Ametista,7.583018181800001,9.002,7.409090909,7.51,7.5,8.5,10.0,7.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.002,7.5,-1,-1,False,False,False
RA-1283,2024,ALFA,ALFA B - G2/G3,Aluno-1283,10,Masculino,2024,Pública,Topázio,8.3033538462,10.0,9.230769231,7.51,7.5,9.0,10.0,8.0,,,,8.28,5.0,Fase 2 (5° e 6° ano),-2,0,2,Topázio,Pública,10.002,8.28,-2,-2,False,False,False
RA-891,2024,ALFA,ALFA B - G2/G3,Aluno-891,10,Feminino,2023,Pública,Topázio,8.035957575700001,10.0,9.0454545455,6.26,7.5,8.75,10.0,7.5,,,,8.003333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,10.002,8.003333333,-1,-1,False,False,False
RA-1284,2024,ALFA,ALFA C - G0/G1,Aluno-1284,8,Feminino,2024,Pública,Topázio,8.3800152174,9.002,9.347826087,2.51,7.8125,10.0,10.0,10.0,,,,7.89,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,9.002,7.89,0,0,False,False,False
RA-1012,2024,ALFA,ALFA C - G0/G1,Aluno-1012,9,Feminino,2023,Pública,Topázio,8.057128571400002,9.502,9.523809524,2.51,8.125,9.75,10.0,9.5,,,,8.443333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,9.502,8.443333333,-1,-1,False,False,False
RA-1285,2024,ALFA,ALFA C - G0/G1,Aluno-1285,7,Feminino,2024,Pública,Topázio,8.156578882000002,10.0,8.830227742999998,2.51,7.5,8.0,8.0,8.0,,,,8.946666667,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,10.002,8.946666667,0,0,False,False,False
RA-1286,2024,ALFA,ALFA C - G0/G1,Aluno-1286,7,Masculino,2024,Pública,Quartzo,5.914801966800001,8.002,5.051759834,2.51,5.3125,7.0,8.0,6.0,,,,4.61,10.0,ALFA (1° e 2° ano),0,0,0,Quartzo,Pública,8.002,4.61,0,0,False,False,False
RA-1287,2024,ALFA,ALFA C - G0/G1,Aluno-1287,8,Feminino,2024,Pública,Ametista,7.619650310500001,10.0,9.3064182195,2.51,8.125,7.75,8.0,7.5,,,,8.223333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,10.002,8.223333333,-1,-1,False,False,False
RA-1288,2024,ALFA,ALFA C - G0/G1,Aluno-1288,7,Feminino,2024,Pública,Ametista,7.9208899585,9.002,7.9813664595,2.51,7.1875,10.0,10.0,10.0,,,,7.273333333,10.0,ALFA (1° e 2° ano),0,0,0,Ametista,Pública,9.002,7.273333333,0,0,False,False,False
RA-1289,2024,ALFA,ALFA D - G2/G3,Aluno-1289,10,Feminino,2024,Pública,Ametista,7.2171722223,7.002,9.4444444445,7.51,5.9375,7.75,9.0,6.5,,,,6.166666667,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,7.002,6.166666667,-1,-1,False,False,False
RA-1290,2024,ALFA,ALFA D - G2/G3,Aluno-1290,9,Masculino,2024,Pública,Topázio,8.407200000000001,10.0,10.0,7.51,7.5,8.75,10.0,7.5,,,,8.28,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,10.002,8.28,-1,-1,False,False,False
RA-1291,2024,ALFA,ALFA D - G2/G3,Aluno-1291,9,Masculino,2024,Pública,Topázio,8.079200000000002,9.502,9.5,7.51,7.5,8.25,10.0,6.5,,,,7.89,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,9.502,7.89,-1,-1,False,False,False
RA-885,2024,ALFA,ALFA D - G2/G3,Aluno-885,9,Masculino,2023,Pública,Topázio,8.2072,8.502,10.0,7.51,7.5,8.5,10.0,7.0,,,,8.28,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,8.502,8.28,-1,-1,False,False,False
RA-1292,2024,ALFA,ALFA D - G2/G3,Aluno-1292,9,Feminino,2024,Pública,Agata,6.9031621211,7.502,4.7727272725,7.51,7.1875,8.25,10.0,6.5,,,,7.893333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,7.502,7.893333333,-1,-1,False,False,False
RA-1293,2024,ALFA,ALFA D - G2/G3,Aluno-1293,9,Feminino,2024,Pública,Topázio,8.005023232300001,8.002,9.4949494945,7.51,6.875,8.5,8.5,8.5,,,,8.336666667,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,8.002,8.336666667,-1,-1,False,False,False
RA-888,2024,ALFA,ALFA D - G2/G3,Aluno-888,8,Masculino,2023,Pública,Topázio,8.1942,9.002,10.0,6.88,7.5,8.5,9.0,8.0,,,,8.28,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,9.002,8.28,-1,-1,False,False,False
RA-1294,2024,ALFA,ALFA D - G2/G3,Aluno-1294,10,Masculino,2024,Pública,Ametista,7.9493666666,9.502,10.0,7.51,6.875,7.75,9.0,6.5,,,,7.553333333,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ametista,Pública,9.502,7.553333333,-2,-2,False,False,False
RA-1009,2024,ALFA,ALFA E - G2/G3,Aluno-1009,9,Masculino,2023,Pública,Agata,6.395389393900001,8.002,6.8863636365000005,2.51,6.5625,7.5,10.0,5.0,,,,6.553333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,8.002,6.553333333,-1,-1,False,False,False
RA-1013,2024,ALFA,ALFA E - G2/G3,Aluno-1013,8,Masculino,2023,Pública,Quartzo,5.7839559808,9.002,5.6937799039999994,2.51,5.0,7.75,8.0,7.5,,,,4.72,5.0,Fase 1 (3° e 4° ano),-1,0,1,Quartzo,Pública,9.002,4.72,-1,-1,False,False,False
RA-1295,2024,ALFA,ALFA E - G2/G3,Aluno-1295,8,Feminino,2024,Pública,Topázio,8.0617454545,10.0,9.5227272725,2.51,7.5,7.5,7.0,8.0,,,,8.28,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,10.002,8.28,0,0,False,False,False
RA-1296,2024,ALFA,ALFA E - G2/G3,Aluno-1296,9,Feminino,2024,Pública,Ametista,7.0574222223000005,9.002,8.4444444445,2.51,7.5,6.5,7.5,5.5,,,,8.336666667,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.002,8.336666667,-1,-1,False,False,False
RA-863,2024,ALFA,ALFA E - G2/G3,Aluno-863,8,Masculino,2023,Pública,Quartzo,4.6684348484000004,8.502,3.159090909,2.51,4.6875,5.5,10.0,1.0,,,,4.333333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Quartzo,Pública,8.502,4.333333333,-1,-1,False,False,False
RA-1297,2024,ALFA,ALFA E - G2/G3,Aluno-1297,8,Masculino,2024,Pública,Ametista,7.620247619000001,9.502,9.761904762,2.51,7.5,9.25,10.0,8.5,,,,6.833333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.502,6.833333333,-1,-1,False,False,False
RA-1014,2024,ALFA,ALFA E - G2/G3,Aluno-1014,8,Feminino,2023,Pública,Agata,6.315972727300001,8.502,7.8863636365000005,2.51,6.875,5.25,6.5,4.0,,,,7.0,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,8.502,7.0,-1,-1,False,False,False
RA-880,2024,ALFA,ALFA E - G2/G3,Aluno-880,8,Feminino,2023,Pública,Agata,6.853080434800001,9.502,8.445652174,2.51,7.1875,6.5,7.5,5.5,,,,7.22,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,9.502,7.22,-1,-1,False,False,False
RA-886,2024,ALFA,ALFA E - G2/G3,Aluno-886,8,Feminino,2023,Pública,Topázio,8.419200000000002,9.502,10.0,8.13,7.5,8.75,9.0,8.5,,,,8.28,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,9.502,8.28,-1,-1,False,False,False
RA-1298,2024,ALFA,ALFA E - G2/G3,Aluno-1298,8,Masculino,2024,Pública,Ametista,7.577287995300001,9.502,6.643356643500001,7.51,7.1875,6.75,7.0,6.5,,,,7.393333333,10.0,ALFA (1° e 2° ano),0,0,0,Ametista,Pública,9.502,7.393333333,0,0,False,False,False
RA-1299,2024,ALFA,ALFA E - G2/G3,Aluno-1299,10,Masculino,2024,Pública,Ametista,7.069727777800001,8.502,7.638888889,7.51,7.1875,6.5,7.0,6.0,,,,7.11,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ametista,Pública,8.502,7.11,-2,-2,False,False,False
RA-904,2024,ALFA,ALFA F - G0/G1,Aluno-904,8,Feminino,2023,Pública,Ametista,7.6352,9.502,8.75,7.51,7.5,6.0,6.0,6.0,,,,8.67,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.502,8.67,-1,-1,False,False,False
RA-1300,2024,ALFA,ALFA F - G0/G1,Aluno-1300,8,Feminino,2024,Pública,Ametista,7.623866666600001,8.502,8.75,2.51,7.5,9.0,10.0,8.0,,,,8.613333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,8.502,8.613333333,-1,-1,False,False,False
RA-1301,2024,ALFA,ALFA F - G0/G1,Aluno-1301,8,Masculino,2024,Pública,Quartzo,5.6345333333,9.502,2.9166666665000003,2.51,7.5,7.0,10.0,4.0,,,,6.0,5.0,Fase 1 (3° e 4° ano),-1,0,1,Quartzo,Pública,9.502,6.0,-1,-1,False,False,False
RA-1302,2024,ALFA,ALFA F - G0/G1,Aluno-1302,8,Masculino,2024,Pública,Quartzo,5.758866666800001,10.0,5.416666667,2.51,6.25,4.0,4.0,4.0,,,,4.996666667,10.0,ALFA (1° e 2° ano),0,0,0,Quartzo,Pública,10.002,4.996666667,0,0,False,False,False
RA-1303,2024,ALFA,ALFA F - G0/G1,Aluno-1303,8,Feminino,2024,Pública,Topázio,8.8352,10.0,10.0,2.51,7.5,10.0,10.0,10.0,,,,9.17,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,10.002,9.17,0,0,False,False,False
RA-1304,2024,ALFA,ALFA G - G2/G3,Aluno-1304,10,Feminino,2024,Pública,Ametista,7.085119934500001,9.002,7.9575163395,8.135,7.8125,6.0,6.0,6.0,,,,6.493333333,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ametista,Pública,9.002,6.493333333,-2,-2,False,False,False
RA-1305,2024,ALFA,ALFA G - G2/G3,Aluno-1305,10,Feminino,2024,Pública,Agata,6.685221929800001,8.502,8.710526316,2.51,7.8125,4.75,2.0,7.5,,,,8.053333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,8.502,8.053333333,-1,-1,False,False,False
RA-1306,2024,ALFA,ALFA G - G2/G3,Aluno-1306,8,Feminino,2024,Pública,Topázio,8.503033333400001,9.002,10.0,8.135,7.5,9.75,10.0,9.5,,,,7.946666667,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,9.002,7.946666667,-1,-1,False,False,False
RA-702,2024,ALFA,ALFA G - G2/G3,Aluno-702,10,Feminino,2022,Pública,Ametista,7.665116666600001,9.002,9.75,2.51,7.8125,9.25,10.0,8.5,,,,7.163333333,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ametista,Pública,9.002,7.163333333,-2,-2,False,False,False
RA-725,2024,ALFA,ALFA G - G2/G3,Aluno-725,10,Masculino,2022,Pública,Ametista,7.0900771929,7.502,7.6710526315,7.51,7.5,7.25,7.0,7.5,,,,6.773333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,7.502,6.773333333,-1,-1,False,False,False
RA-912,2024,ALFA,ALFA G - G2/G3,Aluno-912,10,Feminino,2023,Pública,Ametista,7.697103508700001,9.002,9.4736842105,7.51,8.125,7.25,7.0,7.5,,,,6.943333333,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ametista,Pública,9.002,6.943333333,-2,-2,False,False,False
RA-918,2024,ALFA,ALFA G - G2/G3,Aluno-918,8,Feminino,2023,Pública,Quartzo,5.657357017600001,7.918,8.697368421,2.51,5.9375,2.75,1.0,4.5,,,,6.156666667,5.0,Fase 1 (3° e 4° ano),-1,0,1,Quartzo,Pública,7.918,6.156666667,-1,-1,False,False,False
RA-920,2024,ALFA,ALFA G - G2/G3,Aluno-920,9,Feminino,2023,Pública,Ametista,7.7494938597,9.502,7.6710526315,7.51,7.1875,8.25,9.0,7.5,,,,8.226666667,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.502,8.226666667,-1,-1,False,False,False
RA-1307,2024,ALFA,ALFA H - G0/G1,Aluno-1307,8,Masculino,2024,Pública,Agata,6.5940333333000005,10.0,5.833333333500001,6.255,6.25,5.5,7.0,4.0,,,,5.383333333,10.0,ALFA (1° e 2° ano),0,0,0,Ágata,Pública,10.002,5.383333333,0,0,False,False,False
RA-1308,2024,ALFA,ALFA H - G0/G1,Aluno-1308,9,Feminino,2024,Pública,Agata,6.876997101400001,10.0,7.445652174,7.51,7.5,6.0,8.0,4.0,,,,5.933333333,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,10.002,5.933333333,-1,-1,False,False,False
RA-1309,2024,ALFA,ALFA H - G0/G1,Aluno-1309,7,Feminino,2024,Pública,Topázio,8.379199999899999,9.002,9.1666666665,7.51,7.5,7.5,8.0,7.0,,,,8.223333333,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,9.002,8.223333333,0,0,False,False,False
RA-1310,2024,ALFA,ALFA H - G0/G1,Aluno-1310,7,Feminino,2024,Pública,Topázio,8.3907833334,8.502,9.375,2.51,7.8125,10.0,10.0,10.0,,,,8.166666667,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,8.502,8.166666667,0,0,False,False,False
RA-1311,2024,ALFA,ALFA H - G0/G1,Aluno-1311,8,Masculino,2024,Pública,Agata,6.4118666668,9.002,9.166666667,2.51,7.5,0.0,0.0,0.0,,,,8.386666667,10.0,ALFA (1° e 2° ano),0,0,0,Ágata,Pública,9.002,8.386666667,0,0,False,False,False
RA-1312,2024,ALFA,ALFA H - G0/G1,Aluno-1312,9,Masculino,2024,Pública,Ametista,7.510200000000001,10.0,8.333333333,7.51,6.25,6.5,8.0,5.0,,,,8.336666667,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,10.002,8.336666667,-1,-1,False,False,False
RA-1313,2024,ALFA,ALFA H - G0/G1,Aluno-1313,8,Masculino,2024,Pública,Topázio,8.0155333334,9.502,8.125,7.51,7.5,6.25,4.0,8.5,,,,8.446666667,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,9.502,8.446666667,0,0,False,False,False
RA-1314,2024,ALFA,ALFA H - G0/G1,Aluno-1314,7,Feminino,2024,Pública,Topázio,8.239799999999999,7.418,8.541666667,7.51,7.5,9.0,8.0,10.0,,,,7.443333333,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,7.418,7.443333333,0,0,False,False,False
RA-1315,2024,ALFA,ALFA H - G0/G1,Aluno-1315,7,Masculino,2024,Pública,Topázio,8.3510666667,6.834,8.3333333335,7.51,7.5,9.0,10.0,8.0,,,,8.5,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,6.834,8.5,0,0,False,False,False
RA-921,2024,ALFA,ALFA I - G2/G3,Aluno-921,8,Feminino,2023,Pública,Ametista,7.2838203209,8.502,8.6631016045,7.51,7.5,6.0,5.0,7.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,8.502,7.5,-1,-1,False,False,False
RA-1316,2024,ALFA,ALFA I - G2/G3,Aluno-1316,9,Feminino,2024,Pública,Ametista,7.59291123,9.002,8.20855615,7.51,7.5,7.75,9.0,6.5,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.002,7.5,-1,-1,False,False,False
RA-1317,2024,ALFA,ALFA I - G2/G3,Aluno-1317,9,Feminino,2024,Pública,Ametista,7.665638502700001,7.502,7.0721925135,7.51,7.5,10.0,10.0,10.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,7.502,7.5,-1,-1,False,False,False
RA-897,2024,ALFA,ALFA I - G2/G3,Aluno-897,10,Masculino,2023,Pública,Quartzo,5.2212050505,7.002,2.7525252525,2.51,6.875,6.0,5.5,6.5,,,,6.66,5.0,Fase 1 (3° e 4° ano),-1,0,1,Quartzo,Pública,7.002,6.66,-1,-1,False,False,False
RA-908,2024,ALFA,ALFA I - G2/G3,Aluno-908,9,Feminino,2023,Pública,Agata,6.764292246,8.502,8.14171123,7.51,7.1875,4.75,3.0,6.5,,,,6.83,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,8.502,6.83,-1,-1,False,False,False
RA-916,2024,ALFA,ALFA I - G2/G3,Aluno-916,10,Feminino,2023,Pública,Quartzo,5.5058531621,8.502,7.3320158105,2.51,6.5625,2.75,3.5,2.0,,,,6.16,5.0,Fase 2 (5° e 6° ano),-2,0,2,Quartzo,Pública,8.502,6.16,-2,-2,False,False,False
RA-924,2024,ALFA,ALFA I - G2/G3,Aluno-924,9,Masculino,2023,Pública,Agata,6.4727360962,7.002,4.598930481,7.51,7.1875,7.0,7.5,6.5,,,,7.415,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,7.002,7.415,-1,-1,False,False,False
RA-925,2024,ALFA,ALFA I - G2/G3,Aluno-925,8,Masculino,2023,Pública,Agata,6.587019518800001,8.002,7.005347594,7.51,7.1875,4.75,3.0,6.5,,,,7.33,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,8.002,7.33,-1,-1,False,False,False
RA-1008,2024,ALFA,ALFA I - G2/G3,Aluno-1008,9,Masculino,2023,Pública,Agata,6.8667414438000005,7.002,6.483957219,7.51,7.1875,7.0,6.5,7.5,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,7.002,7.5,-1,-1,False,False,False
RA-919,2024,ALFA,ALFA I - G2/G3,Aluno-919,10,Masculino,2023,Pública,Quartzo,5.799702673800001,7.002,4.692513369,6.255,6.875,5.25,6.5,4.0,,,,6.49,5.0,Fase 2 (5° e 6° ano),-2,0,2,Quartzo,Pública,7.002,6.49,-2,-2,False,False,False
RA-1318,2024,ALFA,ALFA I - G2/G3,Aluno-1318,8,Feminino,2024,Pública,Agata,6.823383155100001,8.502,7.6871657755000005,7.51,7.1875,5.0,4.0,6.0,,,,7.33,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,8.502,7.33,-1,-1,False,False,False
RA-1003,2024,ALFA,ALFA J - G2/G3,Aluno-1003,9,Masculino,2023,Pública,Ametista,7.627588888900001,8.002,8.6944444445,7.51,6.875,8.25,10.0,6.5,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,8.002,7.5,-1,-1,False,False,False
RA-1004,2024,ALFA,ALFA J - G2/G3,Aluno-1004,9,Feminino,2023,Pública,Ametista,7.801200000000001,9.502,9.25,7.51,7.5,7.5,7.5,7.5,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.502,7.5,-1,-1,False,False,False
RA-1006,2024,ALFA,ALFA J - G2/G3,Aluno-1006,9,Feminino,2023,Pública,Ametista,7.040088888900001,8.502,8.4444444445,7.51,7.5,5.0,5.0,5.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,8.502,7.5,-1,-1,False,False,False
RA-1319,2024,ALFA,ALFA J - G2/G3,Aluno-1319,9,Masculino,2024,Pública,Ametista,7.201526797300001,8.502,5.7516339865,7.51,7.5,8.5,10.0,7.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,8.502,7.5,-1,-1,False,False,False
RA-858,2024,ALFA,ALFA J - G2/G3,Aluno-858,9,Masculino,2022,Pública,Agata,6.917866666700001,9.002,6.833333333500001,2.51,7.5,8.25,10.0,6.5,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,9.002,7.5,-1,-1,False,False,False
RA-905,2024,ALFA,ALFA J - G2/G3,Aluno-905,10,Masculino,2023,Pública,Agata,6.3925823529,9.002,7.7794117645,7.51,6.875,3.0,2.0,4.0,,,,6.99,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ágata,Pública,9.002,6.99,-2,-2,False,False,False
RA-907,2024,ALFA,ALFA J - G2/G3,Aluno-907,9,Feminino,2023,Privada,Ametista,7.9400888889,9.002,8.9444444445,7.51,7.5,8.75,10.0,7.5,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Privada,9.002,7.5,-1,-1,False,False,False
RA-1320,2024,ALFA,ALFA J - G2/G3,Aluno-1320,10,Masculino,2024,Pública,Ametista,7.8845333333,9.002,9.1666666665,7.51,7.5,8.25,9.0,7.5,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.002,7.5,-1,-1,False,False,False
